Accession	# AAs	Abundance: 40: Sample	Abundance: 41: Sample	Abundance: 42: Sample	Abundance: 43: Sample	Abundance: 61: Sample	Abundance: 62: Sample	Abundance: 63: Sample	COG Functional Category	seed ortholog evalue	Predicted taxonomic group
1.contigs_1398763_1	777	1408821.6640625	1044483.83447266	1984875.625	1052240.1875	27217401.40625	2265828.59375	496287.4140625	E	2.5e-112	Alphaproteobacteria
4.contigs_3622143_3	694	156148969.59375	25409453	6902246.390625	16235378.640625	1664178.734375	11536986.984375	7154040.296875	E	0	Pleurocapsales
1.contigs_3452000_5	164	425625007.914063	75312276.8046875	50851107.59375	106142366.90625	61364814.6445313	43129827.6171875	41204710.9140625	U	9.4e-86	Oscillatoriales
2.contigs_8155356_3	205	9828159.953125	720227.764526367	26450678.390625	31969595.09375	497021.40625	65486598.3125	27597182.9785156	C	2e-61	Viridiplantae
2.contigs_4134210_2	429	146369787.84375	38174188.0625	1950144.8671875	947448.140625	508504.3515625	768297.7890625	695498.953125	G	2.4e-218	Pleurocapsales
1.contigs_1495141_4	161	7388270962.72656	1202621534.75	223811488.101563	548186360.902344	119087945.828125	96751748.3984375	73551371.25	C	5.8e-80	Pleurocapsales
2.contigs_7254327_1	1675	3090304.046875	1118922.2265625	15829620.671875	7526681.796875	151150.515625	5739997.58984375	2837244.70703125	U	0	Chlorophyta
2.contigs_4222531_1	235	13717860.875	13435461.1328125	23047136.296875	73414552.359375	25871054.9375	12440960.328125	10532870.4609375	F	8.8e-85	Bacillariophyta
1.contigs_3212537_1	164	13098710.8125	28383120.9633789	82764583.296875	243349010.375	763683.05859375	9388342.0625	9943884.25390625	C	6.1e-69	Synechococcus
2.contigs_1656014_2	337	1068054541.0625	164825440.632813	8407283.57617188	10463167.078125	2061719.08984375	8407583.25390625	4630732.390625	G	3.2e-173	Pleurocapsales
1.contigs_2604353_6	164	392930533.6875	31149437.4296875	9374637.5625	17784135.4921875	18747954.1757813	25226627.3125	11508610.375	U	2.9e-79	Oscillatoriales
3.contigs_10536808_10	483	732406.203125	2834933.0078125	108315.203125	2436710.671875	1139669.40625	280218.1796875	46743.90625	F	2.4e-230	Chlorophyta
1.contigs_5019504_2	277	3608543	26389298.25	3863203.59375	3562307.0625	8520257.5625	7101233.4375	5504799.9375	Z	2e-120	Eukaryota
3.contigs_22047791_2	455	43655057	49853712.1992188	127131026.523438	147266676.4375	19042666.4375	245616288.40625	172391079.242188	Z	5e-246	Eukaryota
1.contigs_1253240_5	365	348004172.375	78450113.28125	1415048.5234375	2188020.2109375	330601.03125	785229.47265625	102618.4609375	P	2.3e-156	Pleurocapsales
2.contigs_1146548_2	393	211298050.203125	43382106.21875	3678009.234375	3588385.1328125	3916051.2890625	4642685.390625	2850339.74609375	H	3.1e-175	Cyanothece
4.contigs_893341_3	1331	11292863.1796875	9396824.11328125	10472245.6738281	5061604.71875	57954023.3984375	38426409.53125	12767638.2265625	C	0	Oscillatoriales
1.contigs_735696_1	367	7208741.46875	75256958.296875	1580253.4296875	1011079.40234375	57162950.734375	4269366.48242188	1083329.44140625	C	2.2e-114	Eukaryota
2.contigs_8150514_2	754	22023604.53125	2326995.4375	49902340.90625	16103977.09375	1133619.06933594	69060049.5859375	48270043.6953125	C	5.7e-279	Betaproteobacteria
1.contigs_154238_142	164	1396848.09375	2030476.765625	1911953.453125	24901109.46875	267410.4375	103737.8125	586555.28125	U	2e-67	Oscillatoriales
3.contigs_8173684_2	696	17953222.453125	19643177.7734375	8174760.02734375	8342497.96875	15894833.875	5250888.8046875	1865002.83984375	O	0	Bacillariophyta
1.contigs_632403_1	579	8993273.625	4953142.1171875	1073561.203125	503285.53125	4568442.35546875	1079739.8125	841158.078125	G	0	Alphaproteobacteria
2.contigs_7276589_19	488	66673898.9296875	158802719.34375	30252033.703125	63754402.0625	37477544.9804688	6852525.328125	3552070.65625	G	5.5e-259	Eukaryota
2.contigs_8529805_5	383	10773815.25	2342473.2109375	91264835.515625	159819716.476563	719012.05078125	125000634.4375	61827382.2578125	G	7.1e-161	Chlorophyta
1.contigs_655362_3	359	421276203.046875	62203395.6328125	7106841.3515625	12213957.25	4865892.06445313	3765569.5078125	3737953.875	G	6.2e-199	Pleurocapsales
1.contigs_908818_9	410	123985323.96875	8892680.6640625	1038999.57226563	905737.30078125	1604856.78125	1952273.52734375	1050799.04882813	J	4.7e-203	Synechococcus
1.contigs_1850403_2	185	144039110.0625	27837627.3828125	1112835.9453125	2044818.78125	NA	540128.1875	110405.15625	C	1.6e-89	Pleurocapsales
1.contigs_5571821_1	210	286055111.947266	476490119.578125	18195503.0351563	13301591.7265625	171780388.421875	34702405.359375	18923408.953125	P	1.6e-85	Bacillariophyta
3.contigs_19117545_1	460	2474679.58007813	443178.08203125	1901990.75390625	1029328.3515625	37125327.0722656	14178068.9726563	2955200.0703125	NA	4.3e-136	Bacillariophyta
2.contigs_9579902_1	256	296758.09375	1261016.078125	719216.9765625	204330.8125	826564.953125	408586.65625	197248.03125	Z	5.2e-115	Amoebozoa
1.contigs_4763314_4	158	681974801.125	78931696.4375	2384663.78515625	6658955.4140625	3507414.3359375	10716449.0976563	7067433.12304688	S	6.1e-74	Pleurocapsales
2.contigs_1095780_2	1303	100975325.71875	16107658.4960938	4599322.21875	16739504.25	2134412.8125	2708754.16601563	1821949.7421875	K	0	Pleurocapsales
2.contigs_4843915_1	713	2679593.02148438	1146076.953125	62063168.8359375	60317405.9272461	5927254.80859375	48414159.9296875	24454256.3203125	EO	1.8e-237	Chlorophyta
3.contigs_6725039_3	638	16258220.8515625	16154827.125	5243768.11328125	14232577.6875	58761975.484375	20242318.6875	8366503.1953125	S	1.1e-286	Bacillariophyta
2.contigs_6274958_2	164	84977577.5234375	115471399.421875	55156249.1835938	74464923.890625	21232399.328125	7148887.7734375	32458232.578125	C	4.9e-66	Cyanobacteria
1.contigs_1129232_6	484	21000015.84375	7329371.2890625	1561748.6875	2622219.9375	2599076.375	1322084.5859375	878374.8125	C	2.2e-244	Oscillatoriales
1.contigs_8674372_1	267	807097582.890625	136995982.152344	5604545.03125	4343633.8984375	6639523.9609375	3661597.06640625	1702206.91308594	J	1.1e-136	Pleurocapsales
2.contigs_2979216_10	266	8833885.2265625	2443242.18359375	11833986.5078125	23519480.890625	779097.9140625	31573565.015625	20876548.8515625	NA	NA	NA
2.contigs_11094641_3	329	4515344.734375	271248.84375	247874.55078125	954903.9921875	28494061.796875	15074754.3125	1730117.53125	P	1.3e-113	Alphaproteobacteria
1.contigs_1640959_3	433	320022576.53125	78780036.6367188	13196078.875	17497951.9765625	9796942.8828125	4634326.515625	2927734.25	H	5.3e-221	Pleurocapsales
1.contigs_8589363_11	505	47295541.09375	71755351.7070313	50628887.0175781	173391099.648438	17339998.9921875	13928489.71875	8839183.734375	F	1.6e-221	Cyanobacteria
2.contigs_5677619_1	593	47905220.15625	11329555.09375	709194.54296875	1000587.8203125	1417359.55078125	503564.796875	762976.046875	I	1.1e-224	Synechococcus
1.contigs_4891_1	312	19260295.75	6209739.46875	6940227.65625	17071600.5625	7342982.5	7682036.0625	4386104.65625	C	1.5e-148	Bacillariophyta
2.contigs_833269_10	216	49025085.078125	7330030.65087891	122139668.746826	248452825.273438	3261122.8203125	478957154.21875	274476872.074219	C	1e-87	Chlorophyta
1.contigs_7276721_1	155	744758656.0625	146503141.078125	5953905.88671875	3597301.046875	1628342.546875	570190.046875	733657.90625	C	1.2e-77	Pleurocapsales
3.contigs_9385189_1	112	163362138.829102	19017281.1862793	82626266.3935547	93106549.8125	58801778.7265625	187504631.34375	470489004.101563	Z	1e-46	Arthropoda
1.contigs_9862823_1	105	163362138.829102	19017281.1862793	82626266.3935547	93106549.8125	58801778.7265625	187504631.34375	470489004.101563	Z	1.7e-43	Metazoa
2.contigs_1273667_2	124	163362138.829102	19017281.1862793	82626266.3935547	93106549.8125	58801778.7265625	187504631.34375	470489004.101563	Z	7.5e-43	Metazoa
2.contigs_2221068_1	542	82246200.625	19226240.7421875	720324.671875	4342435.8125	675608.625	326280.28125	472215.03515625	G	1.8e-287	Pleurocapsales
4.contigs_14665105_2	448	92410939.25	15709591.8671875	1943751.15234375	1823916.625	1169672.8046875	502371.6484375	420814.78125	M	1e-238	Pleurocapsales
1.contigs_497988_2	331	124182672.75	24508759.546875	576719.2734375	90914.859375	408996.68359375	15429401.125	7320939.96875	EH	9.5e-178	Pleurocapsales
2.contigs_1531415_4	403	987620.875	331773.53125	12542835.25	18674570.875	43231.390625	11878926.375	7550443.4375	G	9.2e-151	Peronosporales
2.contigs_3388958_21	507	8266963.0625	1132331.625	379515.90625	846520.546875	NA	161520.671875	NA	F	1.1e-241	Bacillariophyta
1.contigs_2800216_1	370	50218602.6367188	77266265.015625	29808983.828125	30098216.671875	22670745.0546875	17709527.28125	7724777.51171875	S	1.1e-38	unclassified Alphaproteobacteria
3.contigs_5539705_1	361	196448672.65625	74313598.796875	1676805.51953125	65081.8515625	452108.625	1147112.0703125	633989.55859375	P	7.7e-157	Pleurocapsales
1.contigs_552503_4	542	38100647.625	2855630.640625	1161136.3515625	452065.53125	100550.3359375	NA	NA	O	2.9e-256	Cyanobacteria
4.contigs_8988591_1	429	70588.7421875	NA	28651.400390625	40078.3203125	822146.0625	217373.875	16058.8759765625	C	2.1e-206	Roseovarius
1.contigs_3079730_2	184	1053997463.57813	455374967.03125	79318737.6835938	34976349.0234375	3057655.24609375	62758205.9492188	36991916.7929688	C	1.9e-87	Pleurocapsales
3.contigs_851999_20	494	NA	NA	NA	NA	NA	NA	NA	P	3.5e-277	Bacillariophyta
2.contigs_3144094_2	884	2724601.546875	400098.4765625	29827320.40625	26362644.3984375	422054.8125	26077634.078125	14254991.65625	EO	3.9e-279	Chlorophyta
2.contigs_10892715_1	409	3095281.9375	1573171.390625	2098303.421875	4865854.375	NA	1576097.7578125	1007386.4375	I	5.6e-164	Oscillatoriales
1.contigs_2889937_3	471	592075646.75	103298110.96875	8023091.53515625	8602266.09375	3610691.671875	5376543.890625	1913090.3359375	H	5e-249	Pleurocapsales
1.contigs_5127589_3	540	2681700.75	704353.5	526220.40625	706671.71875	NA	NA	257087.5625	O	7e-271	Pleurocapsales
4.contigs_1415737_1	880	1273931011.03125	434387204.640625	46835892.1289063	31451538.609375	2554133.62109375	2997365.21875	1307736.69140625	Q	1.2e-224	Synechococcus
2.contigs_4744263_2	380	726156475.46875	264877862.921875	155658685.453125	230314531.6875	111973995.203125	66099705.546875	45075839.859375	Q	4.4e-187	Bacillariophyta
2.contigs_4843170_52	567	5829334.875	1138791	30598809.140625	35478573.328125	288760.84375	2226631.6640625	1051186.72265625	O	3.8e-94	Oceanospirillales
2.contigs_5185404_11	405	7690623.265625	1383584.046875	18045177.6367188	29984371.1679688	473753.90625	39669375.4453125	18896656.9316406	O	3.4e-105	Chlorophyta
2.contigs_9743971_2	648	3756118.984375	1681081.109375	38939657.78125	10172051.328125	474481.17578125	65179457.546875	33520435.921875	P	1.1e-169	Cyanothece
1.contigs_3096796_1	260	1798298.2421875	3991636.60546875	127532406.992188	171331312.5	2331253.8125	417031756.734375	150280673.84375	NA	NA	NA
1.contigs_3000047_1	190	NA	86308.7265625	45970.93359375	1120095.125	66134.1171875	1059803.625	376741.125	C	2.5e-53	Viridiplantae
4.contigs_1565479_3	176	NA	NA	2461966.9375	3645681	NA	1937811.5625	1209575.875	G	4.9e-72	Oscillatoriales
1.contigs_2024233_1	460	533259.9140625	3106867.53125	1154241.40625	1083626.125	7794998.390625	3082915.28515625	701533.3828125	I	1.2e-215	Oscillatoriales
3.contigs_24445606_1	166	118889.21875	NA	289557.6171875	94536.96875	NA	NA	589498.5	Z	6.6e-63	Opisthokonta
2.contigs_1601217_1	660	2113740.69140625	6210692.453125	12877864.5117188	23259013.4375	865535.4140625	40168612.546875	17829318.578125	S	4.6e-67	Rhodovulum
3.contigs_24289673_1	86	31862748.4541016	3792075.94018555	11101030.6123047	19902606.2929688	28137379.125	25045202.953125	66583945.7890625	Z	7.3e-21	Testudines
4.contigs_11373460_2	259	3111945.484375	1569258.1171875	1328455.09375	862228.84375	113125602.070313	57551926.4375	15164201.921875	S	4e-38	Alteromonadales genera incertae sedis
3.contigs_6052597_4	486	15863057.3125	5938188.625	73868.3359375	81720.2890625	96016.8203125	383655.234375	NA	C	6.8e-241	Oscillatoriales
2.contigs_70556_1	447	82533986.0625	20775098.5	2275217.328125	3540774.234375	559238.65625	3322647.71875	3125291.6640625	O	4.8e-241	Pleurocapsales
2.contigs_10973254_1	136	262802.5625	NA	165078.703125	NA	NA	NA	NA	NA	NA	NA
2.contigs_3825934_1	357	2471543.4765625	2039248.70703125	18092748.3203125	55724873.9296875	280109.546875	23752731.4609375	11173480.9492188	C	4.8e-143	Chlorophyta
1.contigs_3109104_1	693	115567015.375	27675290.484375	1449189.890625	1462438.578125	1622679.48828125	921229.140625	597856.0625	C	6e-275	Pleurocapsales
4.contigs_2686286_1	368	878968.75	NA	923167.0625	1010144.9375	909431.75	2004536.625	644921.75	C	9.8e-184	Roseobacter
3.contigs_25069898_1	275	80209010.5625	13859242.71875	1934586.43945313	1111263.2109375	1439105.0546875	469433.966796875	430363.63671875	T	4.1e-142	Oscillatoriales
2.contigs_5411885_2	254	6526256.09375	2773689.1328125	322334186.234375	174513173.4375	2121832.54296875	406640112.027344	331844290.128906	P	1.4e-107	Chlorophyta
2.contigs_4586172_2	252	43301457.625	37258628.40625	2106004.90234375	847883.15625	230118.109375	2852671.546875	1691776.20703125	H	1.4e-117	Pleurocapsales
2.contigs_1554095_20	561	1492328.5625	920191.5859375	18034770.953125	15071471.2734375	611213.80078125	35134035.125	20487090.9765625	G	1.3e-232	Chlorophyta
3.contigs_14570482_2	488	44785802.7578125	26906479.3125	4021539.390625	7464482.53125	48183383.3867188	9429835.2421875	4814684.7890625	G	4.7e-258	Eukaryota
1.contigs_608626_2	579	35432229.5625	9774433.28125	1802445.390625	2255891.796875	15547073.78125	4882043.7578125	3147091.953125	G	2.9e-299	Alphaproteobacteria
3.contigs_21959893_1	298	354245492.492188	122739446.046875	39855303.1875	123528664.429688	37686155.390625	28570867.59375	13959960.203125	G	8.6e-154	Bacillariophyta
3.contigs_19076316_1	451	NA	NA	NA	NA	943579.4375	706999.3125	371829.03125	C	2.6e-226	Oceanicola
1.contigs_5065794_5	690	15981556.828125	6192899.62890625	2819070.49609375	1552297.0625	8439542.6015625	4053508.65625	1335264.359375	G	0	Bacillariophyta
1.contigs_3845088_1	408	43477508.5625	20956712.3000488	19153054.0117188	19086188.7265625	62546354.9609375	57748013.40625	27020981.7734375	J	3.6e-219	Roseobacter
2.contigs_190734_25	949	4448576.015625	728608.263671875	15687829.203125	21287511.359375	517004.072265625	716089.265625	200924.671875	P	1.3e-198	Proteobacteria
2.contigs_2029493_1	327	4273850.09375	1415421.5	25409518	58628855.59375	1987241.2734375	58378096.046875	33181746.109375	G	3.1e-149	Chlorophyta
3.contigs_3337289_1	751	8305281.578125	48630217.65625	3379690.6640625	3720323.984375	9100208.3125	3825564	690512.75	P	6.5e-25	Planctomycetes
2.contigs_1559185_1	469	63121621.25	23107725.8125	228887.796875	902324.171875	1492044.96875	305720.25	511679.59375	S	3.6e-223	Pleurocapsales
4.contigs_4506310_1	522	11176067.796875	16886974.09375	5468125.359375	5497680.0546875	26355749.25	11427817.2265625	5095572.14453125	G	5.3e-284	Oceanicola
3.contigs_6867845_3	475	NA	NA	NA	NA	NA	NA	NA	C	3.4e-229	Eukaryota
2.contigs_2361804_5	362	10477424.40625	648979.171875	69165711.7382813	62113656.140625	NA	59839396.546875	43793822.1425781	A	2.5e-179	Chlorophyta
2.contigs_11561530_8	240	881898.8125	1626432.62890625	54883449.8046875	61222912.609375	436293.59375	45306160.2421875	19681563.609375	G	1.5e-100	Eukaryota
1.contigs_1464803_2	474	3922594.875	3040927.6171875	521964.82421875	1515175.13671875	913128.884765625	1283373.671875	712611.03125	C	1.3e-217	Chlorophyta
1.contigs_7115934_2	197	100115083.179688	106775292.328125	172672.328125	366094.04296875	104680022.605469	656156.375	400920.6171875	Q	6e-63	Streptophyta
2.contigs_3301013_1	637	25364582.53125	20531619.4375	5477533.6875	7914387.5	10163336.609375	2902076.703125	1498823.4609375	O	0	Bacillariophyta
2.contigs_99589_17	1649	1798150.3046875	675556.4375	1221016.421875	295625.4609375	3274875.59375	1546889.08984375	856259.46484375	C	0	Oscillatoriales
2.contigs_1671473_1	414	10289247.234375	3351265.0859375	47667740.7421875	43110460.5234375	3366347.14453125	25414709.75	15137371.1796875	NA	NA	NA
2.contigs_9284389_1	488	2126313	863811.1796875	33256569.8242188	37549214.1054688	586900.2890625	48859112.7617188	25851181.5273438	NA	NA	NA
2.contigs_6911660_1	202	1440684.1796875	858012.2578125	57834451.609375	48472335.4375	907216.51171875	20296999.1875	12863041.0888672	F	3e-65	Liliopsida
1.contigs_966754_3	361	5553568.80859375	50551368.046875	1103233.34375	255172.546875	171226075.59375	16837778.1328125	3796372.91015625	S	4.6e-69	Alteromonadaceae
2.contigs_12023150_4	500	213567.34375	131588.84375	22266762.015625	27572834.34375	401548.78125	19759121.84375	10212345.7109375	E	1.1e-182	Chlorophyta
4.contigs_11350864_2	298	1081068.921875	1443220.828125	19566578.09375	34947627.71875	61697.2421875	17703200.703125	14303386.0625	O	5.8e-142	Chlorophyta
4.contigs_8208424_2	56	NA	437299.28125	40339486.4140625	160387587.6875	222240.51171875	28065514.78125	16202140.0351563	E	2.6e-14	Chlorophyta
2.contigs_2221068_4	529	153187969.03125	34934263.5703125	3132303.15625	4435023.3125	2897520.2734375	2871220.14648438	1432285.97265625	G	2.4e-271	Pleurocapsales
2.contigs_39718_4	438	6740819.515625	3049993.90625	24507675.2265625	27180960.546875	2976663.01171875	30052637.28125	16890136.953125	S	1.4e-83	Chlorophyta
2.contigs_546493_11	234	2560465.046875	2502525.1875	102907744.101563	62613932.2109375	1273192.56640625	189104746.5	95971035.53125	GT	2.1e-94	Chlorophyta
1.contigs_7839670_1	458	180579153.8125	67024820.4375	2130302.46875	4319345.21875	24741095.4453125	29934283.1328125	18931738.7734375	I	5.2e-166	Synechococcus
1.contigs_550463_2	164	82609496.703125	58936462.46875	3499932.828125	4068348.625	12397100.46875	6738314.40625	6000753.6171875	C	9.8e-75	Synechococcus
2.contigs_1959091_2	1341	27622556.25	6681180.08984375	23397854.2890625	10093612.9453125	1379822.140625	7414127.546875	786686.796875	S	1.8e-171	Bacteria
1.contigs_2143009_4	361	53037846.0625	9765421.4375	487992.8828125	418362.55859375	3324272.0625	921187.7109375	471552.96484375	S	7.3e-123	Pleurocapsales
1.contigs_1865591_1	695	NA	NA	NA	NA	NA	NA	NA	G	0	Pleurocapsales
1.contigs_2042192_2	253	6012809.9453125	19694768.9882813	230810.211914063	7988617.24023438	187830188.664063	58984347.6328125	22258549.0976563	NA	4.9e-65	Bacillariophyta
2.contigs_1451386_4	139	223932548.390625	79982589.125	18796816.59375	54213165.65625	47122404.1875	36388707.046875	23028953.3886719	C	1.7e-67	Eukaryota
3.contigs_1621153_8	562	23786275.03125	17256648.2421875	8705501.7890625	16664446.296875	13841063.515625	11019463.2226563	5217568.0703125	C	1.8e-261	Bacillariophyta
1.contigs_1633448_5	319	111290588.375	30187641.9375	595529.6328125	729529.71875	2420842.1875	466779.40625	280716.0703125	C	3.6e-166	Pleurocapsales
1.contigs_343659_9	312	6968143.1953125	25086679.1835938	591600.5	1195239.984375	154360532.8125	15068344.265625	2403561.5078125	S	3.8e-59	Alteromonadaceae
